booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning
B01037,2024-05-25,2024-06-12,C0029,Student,Beach,Agent,Card,Nha Trang,1,5382000.0,0.096,Completed,4865000.0,3.9,True
B01038,2025-07-12,2025-09-26,C0322,Young Professional,Cultural,Website,Card,Hà Nội,3,2853000.0,0.02,Completed,8388000.0,4.6,True
B01039,2025-03-28,2025-04-23,C0309,Young Professional,Adventure,Mobile App,Card,Đà Nẵng,1,3856000.0,0.12,Completed,3393000.0,4.6,True
B01040,2024-03-03,2024-04-18,C0355,Young Professional,Beach,Agent,Cash,Huế,1,3134000.0,0.063,Completed,2937000.0,5.0,False
B01041,2024-08-27,2024-10-11,C0202,Corporate,Beach,Website,Card,Huế,3,2790000.0,0.057,Completed,7893000.0,3.7,True
B01042,2024-06-13,2024-08-28,C0377,Corporate,Family,Agent,Card,Đà Nẵng,5,3888000.0,0.07,Completed,18079000.0,4.5,False
B01043,2024-04-20,2024-05-22,C0072,Young Professional,Beach,Website,Cash,Phú Quốc,4,3455000.0,0.087,Completed,12618000.0,3.9,False
B01044,2025-06-11,2025-07-10,C0183,Young Professional,Adventure,Website,Card,Hà Nội,1,5925000.0,0.011,Completed,5860000.0,4.5,True
B01045,2025-01-19,2025-02-25,C0052,Student,Cultural,Mobile App,Bank Transfer,Hội An,1,3183000.0,0.199,Completed,2550000.0,4.1,True
B01046,2024-04-21,2024-05-30,C0323,Young Professional,Beach,Website,E-wallet,TP.HCM,1,4654000.0,0.175,Completed,3840000.0,4.4,True
B01047,2025-02-09,2025-03-05,C0300,Family,Beach,Website,E-wallet,Hạ Long,1,5346000.0,0.004,Completed,5325000.0,3.5,True
B01048,2024-09-14,2024-10-08,C0339,Student,Family,Website,Card,Huế,4,2222000.0,0.032,Completed,8604000.0,4.6,True
B01049,2024-02-08,2024-03-07,C0322,Young Professional,Foodie,Website,Card,TP.HCM,2,1997000.0,0.156,Completed,3371000.0,4.3,True
B01050,2024-10-07,2024-11-23,C0130,Family,Beach,Agent,Cash,Nha Trang,1,4524000.0,0.103,Completed,4058000.0,4.3,True
B01051,2024-04-25,2024-06-01,C0029,Student,Foodie,Agent,Cash,Hà Nội,1,1741000.0,0.12,Completed,1532000.0,5.0,False
B01052,2024-06-01,2024-07-12,C0391,Family,Adventure,Mobile App,Cash,Đà Lạt,1,5049000.0,0.085,Completed,4620000.0,4.0,False
B01053,2025-07-01,2025-09-07,C0207,Student,Family,Website,Card,Hà Nội,4,2247000.0,0.138,Completed,7748000.0,4.4,True
B01054,2025-03-18,2025-04-16,C0040,Family,Family,Mobile App,Card,Đà Nẵng,4,2236000.0,0.059,Completed,8416000.0,4.3,True
B01055,2024-03-24,2024-06-15,C0390,Corporate,Family,Agent,Card,Huế,2,3114000.0,0.08,Completed,5730000.0,4.3,True
B01056,2025-06-14,2025-08-23,C0418,Family,City Break,Agent,Card,Hà Nội,1,1463000.0,0.009,Cancelled,0.0,,True
B01057,2024-12-23,2025-01-16,C0188,Student,Adventure,Website,Card,Hạ Long,1,4291000.0,0.198,Completed,3441000.0,4.2,True
B01058,2025-06-28,2025-08-02,C0324,Young Professional,Adventure,Website,E-wallet,Hà Nội,1,3601000.0,0.077,Completed,3324000.0,3.9,True
B01059,2025-04-10,2025-05-04,C0016,Young Professional,Cultural,Agent,Card,Hội An,3,1627000.0,0.071,Cancelled,0.0,,True
B01060,2024-07-30,2024-08-31,C0040,Family,Beach,Agent,Cash,Nha Trang,2,5055000.0,0.092,Completed,9180000.0,4.0,True
B01061,2024-11-29,2025-01-07,C0117,Family,Family,Website,E-wallet,Huế,2,2349000.0,0.254,Completed,3505000.0,3.4,False
B01062,2024-11-26,2024-12-16,C0276,Young Professional,Beach,Agent,Card,TP.HCM,2,4299000.0,0.051,Completed,8160000.0,3.8,True
B01063,2025-03-24,2025-04-04,C0057,Young Professional,Cultural,Website,Card,TP.HCM,1,2000000.0,0.153,Completed,1694000.0,3.6,True
B01064,2024-06-03,2024-07-18,C0015,Young Professional,Beach,Website,Cash,Sa Pa,1,4829000.0,0.043,Completed,4621000.0,3.3,False
B01065,2024-07-26,2024-09-30,C0281,Student,Beach,Agent,Card,Sa Pa,2,4569000.0,0.125,Completed,7996000.0,4.0,False
B01066,2024-06-01,2024-07-05,C0324,Young Professional,Family,Mobile App,Card,Phú Quốc,2,3340000.0,0.0,Completed,6680000.0,4.2,True
B01067,2024-07-03,2024-09-20,C0311,Young Professional,Family,Website,Bank Transfer,Hà Nội,3,3767000.0,0.12,Cancelled,0.0,,False
B01068,2024-04-10,2024-05-19,C0336,Family,Cultural,Agent,Bank Transfer,Đà Nẵng,3,3453000.0,0.123,Completed,9085000.0,4.5,True
B01069,2024-01-23,2024-04-14,C0338,Family,Beach,Agent,Bank Transfer,Hạ Long,3,3098000.0,0.228,Cancelled,0.0,,False
B01070,2025-08-08,2025-09-06,C0254,Young Professional,Cultural,Website,E-wallet,,1,3244000.0,0.012,Completed,3205000.0,3.8,True
B01071,2024-02-16,2024-04-09,C0219,Corporate,Cultural,Mobile App,Card,Hội An,2,2598000.0,0.103,Completed,4661000.0,4.6,False
B01072,2025-07-07,2025-09-16,C0360,Family,Family,Agent,Bank Transfer,Đà Nẵng,3,3293000.0,0.197,Completed,7933000.0,4.9,True
B01073,2024-01-02,2024-01-16,C0147,Young Professional,Adventure,Mobile App,Cash,Đà Nẵng,2,6569000.0,0.105,Completed,11759000.0,4.4,False
B01074,2025-04-29,2025-07-23,C0042,Family,Adventure,Call Center,Cash,Huế,1,3323000.0,0.053,Completed,3147000.0,4.4,True
B01075,2024-07-23,2024-08-31,C0316,Young Professional,Adventure,Mobile App,Bank Transfer,Sa Pa,2,4857000.0,0.027,Completed,9452000.0,3.6,True
B01076,2024-11-18,2025-01-07,C0116,Corporate,Foodie,Website,Bank Transfer,TP.HCM,1,2970000.0,0.064,Cancelled,0.0,,True
B01077,2024-06-24,2024-08-23,C0412,Family,Family,Website,Bank Transfer,Huế,5,2046000.0,0.0,Completed,10230000.0,5.0,True
B01078,2024-11-01,2025-01-02,C0174,Corporate,Adventure,Agent,Card,Hội An,3,5676000.0,0.082,Completed,15632000.0,4.4,True
B01079,2024-10-08,2024-10-19,C0358,Family,Adventure,Call Center,Cash,Đà Lạt,1,3662000.0,0.061,Cancelled,0.0,,True
B01080,2024-11-26,2025-02-14,C0018,Student,Beach,Website,Card,Đà Lạt,2,-100000.0,0.127,Completed,5908000.0,4.1,True
B01081,2024-09-02,2024-11-01,C0277,Young Professional,bech,Website,Cash,Sa Pa,1,2194000.0,0.073,Completed,2034000.0,4.0,True
B01082,2024-11-30,2025-02-28,C0189,Family,Cultural,Agent,Bank Transfer,Đà Lạt,2,1735000.0,0.091,Completed,3154000.0,4.0,True
B01083,2025-05-29,2025-07-16,C0195,Student,Cultural,Website,Bank Transfer,,1,2790000.0,0.042,Cancelled,0.0,,True
B01084,2024-09-27,2024-11-25,C0112,Young Professional,Foodie,Website,Card,Phú Quốc,1,2969000.0,0.117,Completed,2622000.0,4.3,True
B01085,2024-08-13,2024-09-27,C0408,Family,Family,Agent,Card,TP.HCM,4,2033000.0,0.088,Completed,7416000.0,4.7,True
B01086,2024-03-23,2024-06-13,C0165,Family,Beach,Agent,Card,Huế,1,2715000.0,0.018,Completed,2666000.0,4.4,True
B01087,2024-08-12,2024-10-28,C0358,Family,Beach,Agent,Card,Đà Lạt,2,2745000.0,0.75,Completed,4804000.0,3.8,False
B01088,2024-03-19,2024-06-10,C0179,Corporate,Beach,Mobile App,Card,Nha Trang,2,4634000.0,0.103,Completed,8313000.0,3.9,False
B01089,2024-04-23,2024-06-12,C0021,Family,Adventure,Website,E-wallet,Phú Quốc,1,5389000.0,0.065,Completed,5039000.0,3.9,True
B01090,2025-08-16,2025-10-29,C0370,Corporate,Beach,Agent,Card,,1,3004000.0,0.083,Completed,2755000.0,4.1,True
B01091,2024-02-25,2024-04-04,C0078,Family,Foodie,Website,E-wallet,Nha Trang,2,2711000.0,0.113,Completed,4809000.0,5.0,False
B01092,2024-10-27,2024-12-13,C0114,Family,Foodie,Website,Card,Phú Quốc,2,3080000.0,0.0,Completed,6160000.0,5.0,True
B01093,2025-06-03,2025-08-13,C0362,Student,Adventure,Agent,Bank Transfer,Hạ Long,1,5654000.0,0.054,Completed,5349000.0,4.6,True
B01094,2025-08-16,2025-09-01,C0376,Student,Family,Mobile App,Cash,Sa Pa,3,2625000.0,0.096,Completed,7119000.0,4.3,True
B01095,2024-04-01,2024-06-07,C0386,Corporate,Cultural,Agent,Cash,Hạ Long,2,1781000.0,0.023,Completed,3480000.0,3.5,False
B01096,2024-04-11,2024-04-22,C0179,Corporate,Beach,Website,Cash,,2,3229000.0,0.075,Completed,5974000.0,4.3,True
B01097,2024-08-20,2024-10-16,C0318,Family,Family,Call Center,Bank Transfer,Nha Trang,4,3107000.0,0.095,Completed,11247000.0,3.8,True
B01098,2024-12-11,2025-01-28,C0138,Young Professional,Beach,Mobile App,E-wallet,Hội An,1,4226000.0,0.18,Completed,3465000.0,5.0,True
B01099,2025-08-20,2025-10-06,C0311,Young Professional,Beach,Mobile App,Cash,Hà Nội,2,4123000.0,0.186,Completed,6712000.0,3.4,True
B01100,2024-05-09,2024-06-28,C0212,Family,Cultural,Agent,Card,Sa Pa,2,1653000.0,0.023,Completed,3230000.0,4.4,True
B01101,2024-04-12,2024-05-31,C0022,Young Professional,Beach,Website,Card,Đà Lạt,1,3702000.0,0.089,Completed,3373000.0,3.8,True
B01101,2024-04-12,2024-05-31,C0022,Young Professional,Beach,Website,Card,Đà Lạt,1,3702000.0,0.089,Completed,3373000.0,3.8,True
B01102,2024-06-06,2024-07-18,C0176,Student,Cultural,Agent,Bank Transfer,Đà Nẵng,1,1841000.0,0.04,Completed,1767000.0,4.2,True
B01103,2025-06-28,2025-08-13,C0197,Family,Family,Mobile App,Card,Đà Nẵng,2,2994000.0,0.092,Completed,5437000.0,4.5,True
B01104,2024-01-19,2024-03-15,C0109,Student,City Break,Agent,Card,Đà Nẵng,3,2805000.0,0.129,Completed,7329000.0,4.7,False
B01105,2024-08-24,2024-11-03,C0158,Family,Family,Agent,Cash,Đà Lạt,3,2124000.0,0.126,Cancelled,0.0,,False
B01106,2024-03-15,2024-05-08,C0212,Family,City Break,Mobile App,Card,Hội An,2,2715000.0,0.152,Completed,4605000.0,4.6,False
B01107,2024-04-07,2024-06-08,C0021,Family,Cultural,Website,Bank Transfer,Hội An,2,3186000.0,0.036,Completed,6143000.0,3.9,False
B01108,2025-07-25,2025-10-10,C0064,Family,City Break,Website,Bank Transfer,Đà Nẵng,1,2528000.0,0.202,Completed,2017000.0,4.3,True
B01109,2024-01-02,2024-04-01,C0323,Young Professional,Adventure,Call Center,Bank Transfer,Đà Nẵng,2,6120000.0,0.12,Completed,10771000.0,4.7,False
B01110,2024-07-19,2024-08-06,C0148,Young Professional,Beach,Call Center,Bank Transfer,Hạ Long,2,3323000.0,0.026,Completed,6473000.0,4.4,True
B01111,2025-07-24,2025-09-29,C0256,Family,Foodie,Call Center,Bank Transfer,Hà Nội,1,1634000.0,0.106,Completed,1461000.0,3.9,True
B01112,2025-01-13,2025-02-10,C0238,Family,Cultural,Website,Cash,Nha Trang,2,2868000.0,0.194,Completed,4623000.0,4.1,True
B01113,2024-02-14,2024-03-10,C0232,Young Professional,Beach,Website,E-wallet,Nha Trang,2,5098000.0,0.094,Completed,9238000.0,4.7,False
B01114,2024-10-16,2024-12-29,C0174,Corporate,Cultural,Agent,Card,,1,1922000.0,0.098,Completed,1734000.0,3.7,True
B01115,2025-08-27,2025-09-11,C0203,Young Professional,Cultural,Agent,Cash,Hạ Long,2,2259000.0,0.082,Completed,4148000.0,3.7,True
B01116,2024-09-06,2024-11-23,C0347,Corporate,Cultural,Website,Bank Transfer,Phú Quốc,2,2830000.0,0.074,Completed,5241000.0,4.5,True
B01117,2024-11-25,2025-02-05,C0406,Corporate,Adventure,Mobile App,Card,,1,3460000.0,0.16,Completed,2906000.0,4.0,False
B01118,2024-11-27,2025-02-25,C0108,Young Professional,City Break,Website,Card,Hạ Long,4,2172000.0,0.068,Completed,8097000.0,3.5,True
B01119,2025-02-15,2025-04-20,C0282,Student,Cultural,Mobile App,Cash,Đà Nẵng,2,2161000.0,0.169,Completed,3592000.0,4.9,True
B01120,2024-04-26,2024-07-15,C0408,Family,Adventure,Website,Card,,2,4866000.0,0.074,Completed,9012000.0,3.7,False
B01121,2025-06-07,2025-06-26,C0004,Family,Cultural,Website,E-wallet,Đà Lạt,1,2621000.0,0.025,Completed,2555000.0,4.1,True
B01122,2025-09-07,2025-11-28,C0330,Young Professional,bech,Website,Card,,1,2781000.0,0.116,Completed,2458000.0,3.9,True
B01123,2024-03-29,2024-04-20,C0209,Student,Beach,Agent,Card,Hội An,1,3639000.0,0.087,Completed,3322000.0,4.1,True
B01124,2025-05-24,2025-06-28,C0407,Young Professional,Beach,Agent,Cash,Đà Nẵng,2,2842000.0,-0.2,Completed,5263000.0,3.8,True
B01125,2025-05-23,2025-06-12,C0243,Young Professional,Adventure,Agent,Card,Đà Nẵng,2,5398000.0,0.136,Completed,9328000.0,4.6,False
B01126,2025-04-07,2025-05-19,C0353,Family,Family,Mobile App,Card,Đà Lạt,4,2099000.0,0.098,Completed,7573000.0,4.3,False
B01127,2024-08-19,2024-10-28,C0070,Young Professional,City Break,Website,Cash,Phú Quốc,1,1684000.0,0.152,Completed,1428000.0,4.7,True
B01128,2024-10-19,2024-11-19,C0060,Student,Adventure,Website,Card,Phú Quốc,2,4726000.0,0.121,Completed,8308000.0,3.9,True
B01129,2025-06-06,2025-08-21,C0390,Corporate,Family,Mobile App,Card,Huế,4,2189000.0,0.061,Completed,8222000.0,5.0,True
B01130,2024-04-05,2024-06-03,C0222,Young Professional,Cultural,Website,Cash,TP.HCM,2,2206000.0,0.053,Completed,4178000.0,3.2,True
B01131,2025-05-31,2025-07-30,C0235,Corporate,Beach,Agent,Cash,Đà Lạt,2,2836000.0,0.026,Completed,5525000.0,3.4,True
B01132,2025-07-27,2025-10-21,C0072,Young Professional,Beach,Agent,Bank Transfer,Huế,3,2707000.0,0.14,Completed,6984000.0,5.0,True
B01133,2025-02-28,2025-04-13,C0096,Family,Cultral,Agent,Card,Phú Quốc,1,3474000.0,0.103,Completed,3116000.0,4.4,True
B01134,2024-07-31,2024-09-06,C0344,Family,Cultural,Website,Card,Hội An,2,2642000.0,0.066,Completed,4935000.0,4.4,True
B01135,2024-12-14,2025-03-14,C0128,Student,Adventure,Mobile App,E-wallet,Hội An,3,3326000.0,0.181,Completed,8172000.0,4.4,True
B01136,2024-02-01,2024-03-27,C0246,Corporate,Cultural,Website,Cash,Hà Nội,2,2069000.0,0.126,Completed,3617000.0,4.5,False
B01137,2025-08-03,2025-10-01,C0133,Family,Adventure,Website,Card,Hạ Long,1,7001000.0,0.106,Completed,6259000.0,4.3,True
B01138,2024-08-01,2024-09-04,C0111,Young Professional,Adventure,Agent,Bank Transfer,Phú Quốc,3,4665000.0,0.2,Completed,11196000.0,3.7,True
B01139,2024-02-05,2024-03-03,C0070,Young Professional,bech,Mobile App,Card,Hội An,2,3502000.0,0.01,Completed,6934000.0,4.6,False
B01140,2025-05-09,2025-06-01,C0391,Family,Family,Agent,Bank Transfer,Hội An,3,2287000.0,0.111,Completed,6099000.0,4.5,True
B01141,2025-02-13,2025-03-13,C0395,Student,Cultural,Website,Bank Transfer,Đà Lạt,1,2479000.0,0.067,Completed,2313000.0,4.9,True
B01142,2025-01-22,2025-02-16,C0049,Family,Cultural,Call Center,E-wallet,Đà Nẵng,1,3710000.0,0.133,Completed,3217000.0,5.0,True
B01143,2024-02-03,2024-04-13,C0149,Young Professional,Adventure,Call Center,E-wallet,Sa Pa,1,5628000.0,0.085,Completed,5150000.0,4.4,False
B01144,2025-04-12,2025-04-26,C0237,Young Professional,Adventure,Mobile App,Card,Nha Trang,1,5966000.0,0.065,Completed,5578000.0,3.6,True
B01145,2025-02-01,2025-04-02,C0161,Student,Cultural,Agent,Bank Transfer,Hà Nội,3,2500000.0,0.199,Completed,6007000.0,5.0,True
B01146,2025-05-09,2025-08-03,C0303,Young Professional,Cultural,Website,Card,Đà Lạt,1,3475000.0,0.134,Completed,3009000.0,3.7,False
B01147,2025-05-30,2025-08-10,C0110,Corporate,Family,Agent,Cash,Huế,3,4025000.0,0.051,Completed,11459000.0,4.4,True
B01148,2024-05-12,2024-06-23,C0025,Family,Family,Agent,Cash,Đà Lạt,4,3551000.0,0.073,Completed,13167000.0,4.1,False
B01149,2024-05-11,2024-05-25,C0142,Young Professional,Beach,Agent,Card,Nha Trang,3,4295000.0,0.123,Completed,11300000.0,4.0,False
B01150,2025-07-29,2025-10-14,C0252,Corporate,Cultural,Agent,Card,Phú Quốc,1,3419000.0,0.224,Completed,2653000.0,4.6,True
B01151,2024-11-26,2024-12-06,C0076,Young Professional,City Break,Mobile App,Card,Sa Pa,1,1609000.0,0.0,Completed,1609000.0,4.3,True
B01152,2024-09-29,2024-12-03,C0343,Family,Beach,Agent,Card,Phú Quốc,2,3993000.0,0.075,Completed,7387000.0,4.5,False
B01153,2024-06-27,2024-08-30,C0006,Corporate,City Break,Mobile App,Card,Hạ Long,3,2378000.0,0.031,Completed,6913000.0,3.8,False
B01154,2025-02-02,2025-02-27,C0029,Student,Beach,Website,E-wallet,TP.HCM,2,2762000.0,0.0,Completed,5524000.0,4.1,True
B01155,2025-04-14,2025-06-22,C0214,Family,Adventure,Website,Card,,1,3492000.0,0.046,Completed,3331000.0,3.8,True
B01156,2024-01-02,2024-01-26,C0216,Family,Cultural,Agent,Bank Transfer,Hạ Long,2,1763000.0,0.231,Completed,2711000.0,4.1,False
B01157,2024-12-10,2025-01-07,C0124,Young Professional,Beach,Mobile App,Bank Transfer,Nha Trang,2,3440000.0,0.081,Completed,6323000.0,4.1,True
B01158,2025-09-10,2025-11-24,C0109,Student,Foodie,Mobile App,Bank Transfer,Phú Quốc,2,2332000.0,0.167,Completed,3885000.0,5.0,True
B01159,2024-06-23,2024-09-20,C0030,Family,Adventure,Agent,Card,Đà Nẵng,3,5983000.0,0.192,Completed,14503000.0,4.1,True
B01160,2024-06-23,2024-07-24,C0279,Corporate,Foodie,Mobile App,Bank Transfer,Nha Trang,2,2399000.0,0.059,Cancelled,0.0,,True
B01161,2025-07-01,2025-09-23,C0160,Family,Cultural,Website,Bank Transfer,TP.HCM,2,1588000.0,0.127,Completed,2773000.0,4.9,True
B01162,2024-02-08,2024-05-01,C0050,Student,City Break,Website,Bank Transfer,Hà Nội,2,2694000.0,0.017,Completed,5296000.0,4.4,True
B01163,2024-09-04,2024-11-15,C0168,Family,Foodie,Mobile App,E-wallet,Huế,2,3107000.0,0.077,Completed,5736000.0,4.1,False
B01164,2024-10-12,2024-11-02,C0394,Family,Adventure,Agent,Cash,Đà Nẵng,2,6527000.0,0.174,Completed,10783000.0,4.0,False
B01165,2025-05-12,2025-06-15,C0110,Corporate,Beach,Mobile App,Card,Hội An,1,3240000.0,0.062,Completed,3039000.0,3.7,True
B01166,2024-03-21,2024-05-24,C0376,Student,Family,Mobile App,Bank Transfer,Đà Nẵng,4,2250000.0,0.142,Completed,7722000.0,5.0,False
B01167,2024-09-27,2024-12-26,C0109,Student,Adventure,Agent,Card,Đà Lạt,2,4434000.0,0.75,Completed,8292000.0,4.2,True
B01168,2024-04-04,2024-06-18,C0079,Family,Foodie,Agent,Bank Transfer,Đà Lạt,1,2363000.0,0.148,Completed,2013000.0,3.3,True
B01169,2025-05-05,2025-06-18,C0110,Corporate,Cultural,Agent,Card,Đà Lạt,1,1935000.0,0.043,Completed,1852000.0,4.4,True
B01170,2025-01-28,2025-02-26,C0136,Student,Cultural,Website,Card,Phú Quốc,2,2936000.0,0.216,Completed,4604000.0,4.8,True
B01171,2024-11-05,2025-01-31,C0051,Student,Beach,Agent,Card,Huế,2,3081000.0,0.128,Completed,5373000.0,4.3,True
B01172,2024-09-01,2024-10-03,C0247,Family,Family,Mobile App,Card,Nha Trang,3,3826000.0,0.222,Completed,8930000.0,3.7,False
B01173,2024-04-05,2024-05-12,C0141,Young Professional,Foodie,Website,E-wallet,Huế,1,2500000.0,0.047,Cancelled,0.0,,False
B01174,2025-07-28,2025-10-24,C0302,Student,Beach,Mobile App,Card,Phú Quốc,1,4258000.0,0.131,Completed,3700000.0,3.7,True
B01175,2025-02-07,2025-04-03,C0207,Student,Family,Agent,Bank Transfer,Phú Quốc,5,2345000.0,0.096,Completed,10599000.0,5.0,True
B01176,2024-07-17,2024-08-17,C0186,Family,Foodie,Mobile App,Card,Đà Nẵng,3,1682000.0,0.066,Completed,4713000.0,4.2,False
B01177,2024-09-14,2024-09-24,C0198,Corporate,Beach,Agent,E-wallet,Hà Nội,2,3656000.0,0.193,Completed,5901000.0,3.4,False
B01178,2025-03-28,2025-05-11,C0066,Family,Beach,Website,Card,Hạ Long,1,3264000.0,0.143,Completed,2797000.0,4.4,True
B01179,2025-03-24,2025-06-21,C0300,Family,Family,Website,Card,Hội An,4,3577000.0,0.109,Completed,12748000.0,4.3,True
B01180,2024-10-14,2024-11-28,C0044,Young Professional,Family,Website,Card,Nha Trang,3,2599000.0,0.08,Completed,7173000.0,4.0,True
B01181,2024-07-07,2024-09-11,C0304,Young Professional,Beach,Website,Cash,Sa Pa,4,3651000.0,0.071,Completed,13567000.0,3.7,False
B01182,2025-02-15,2025-03-17,C0420,Corporate,City Break,Mobile App,E-wallet,Đà Nẵng,1,3056000.0,0.121,Cancelled,0.0,,True
B01183,2025-02-14,2025-04-27,C0321,Corporate,Adventure,Agent,E-wallet,Sa Pa,1,4883000.0,0.118,Cancelled,0.0,,True
B01184,2025-01-08,2025-03-21,C0192,Young Professional,Foodie,Agent,Card,Đà Lạt,2,3070000.0,0.109,Completed,5471000.0,4.3,True
B01185,2024-02-15,2024-04-14,C0133,Family,City Break,Website,Card,Huế,1,-100000.0,0.062,Completed,1444000.0,4.4,False
B01186,2024-10-21,2025-01-01,C0367,Family,City Break,Website,Card,Đà Nẵng,2,2739000.0,0.192,Completed,4426000.0,4.3,False
B01187,2025-01-17,2025-03-14,C0109,Student,Adventure,Website,Card,TP.HCM,2,3512000.0,0.098,Completed,6336000.0,4.4,True
B01187,2025-01-17,2025-03-14,C0109,Student,Adventure,Website,Card,TP.HCM,2,3512000.0,0.098,Completed,6336000.0,4.4,True
B01188,2025-08-14,2025-09-23,C0203,Young Professional,Cultural,Mobile App,Cash,Phú Quốc,1,2532000.0,0.206,Completed,2010000.0,4.0,True
B01189,2024-11-23,2025-01-31,C0324,Young Professional,Adventure,Website,Card,TP.HCM,1,5880000.0,0.121,Completed,5169000.0,4.1,True
B01190,2024-08-01,2024-10-17,C0388,Corporate,Beach,Mobile App,Cash,Huế,2,2417000.0,0.159,Completed,4065000.0,4.8,False
B01191,2024-12-12,2025-02-28,C0387,Family,Family,Agent,Bank Transfer,Phú Quốc,4,4157000.0,0.153,Completed,14084000.0,4.9,True
B01192,2024-04-20,2024-05-17,C0037,Student,Beach,Mobile App,Card,Đà Nẵng,1,4364000.0,0.071,Completed,4054000.0,3.6,True
B01193,2024-02-26,2024-04-30,C0378,Young Professional,Adventure,Website,Card,Đà Nẵng,1,5336000.0,0.142,Completed,4578000.0,4.1,False
B01194,2025-02-26,2025-03-08,C0048,Young Professional,Beach,Website,Card,Huế,2,3574000.0,0.236,Completed,5461000.0,4.6,True
B01195,2025-09-06,2025-11-01,C0246,Corporate,Cultural,Mobile App,Card,Phú Quốc,1,2357000.0,0.135,Completed,2039000.0,5.0,True
B01196,2025-06-11,2025-08-06,C0391,Family,Cultural,Mobile App,Card,Hạ Long,2,2058000.0,0.096,Completed,3721000.0,5.0,True
B01197,2024-12-29,2025-02-06,C0276,Young Professional,Family,Website,Cash,TP.HCM,4,2337000.0,0.162,Completed,7834000.0,3.8,True
B01198,2024-01-26,2024-04-25,C0398,Young Professional,City Break,Agent,Card,Huế,1,1640000.0,0.138,Completed,1414000.0,4.8,False
B01199,2025-09-07,2025-11-27,C0145,Young Professional,Beach,Mobile App,Bank Transfer,Nha Trang,2,4201000.0,0.131,Completed,7301000.0,4.2,True
B01199,2025-09-07,2025-11-27,C0145,Young Professional,Beach,Mobile App,Bank Transfer,Nha Trang,2,4201000.0,0.131,Completed,7301000.0,4.2,True
B01200,2024-10-07,2024-10-20,C0133,Family,City Break,Mobile App,Bank Transfer,Phú Quốc,2,2326000.0,0.153,Completed,3940000.0,4.7,True
B01201,2022-01-01,2022-02-06,C0320,Corporate,Beach,Website,Card,Hội An,3,4398000.0,0.15990344961815034,Completed,11084000.0,4.2,True
B01202,2022-01-01,2022-01-24,C0421,Corporate,Cultural,Website,Card,Nha Trang,2,3186000.0,0.13573994714199464,Completed,5507000.0,4.2,False
B01203,2022-01-01,2022-01-02,C0422,Student,Cultural,Website,Card,đà nẵng,1,2596000.0,0.19670810648009884,Completed,2085000.0,4.1,False
B01204,2022-01-02,2022-02-10,C0423,Family,Cultural,Website,Card,Unknown,3,3165000.0,0.027915558216557765,cancelled ,9230000.0,4.5,False
B01205,2022-01-03,2022-01-31,C0424,Student,Family,Agent,Bank Transfer,Hội An,1,2631000.0,0.11724155160797117,Completed,2323000.0,4.3,False
B01206,2022-01-03,2022-03-09,C0068,Student,Beach,Website,Card,Phú Quốc,3,3991000.0,0.15827700096389655,Completed,10078000.0,4.3,True
B01207,2022-01-03,2022-02-02,C0013,Family,Cultural,Agent,Card,Phú Quốc,1,2787000.0,0.11453068952990562,Completed,2468000.0,4.1,True
B01208,2022-01-04,2022-02-18,C0094,Young Professional,Beach,Mobile App,Card,TP.HCM,4,3980000.0,0.15400732937515343,Completed,13468000.0,4.3,True
B01209,2022-01-05,2022-02-19,C0425,Family,Beach,Website,Card,Phú Quốc,2,4472000.0,0.08241528704911008,Completed,8207000.0,3.3,False
B01210,2022-01-05,2022-02-26,C0416,Student,City Break,Website,Card,Hạ Long,1,2637000.0,0.13651687625331335,Completed,2277000.0,4.1,True
B01211,2022-01-06,2022-03-23,C0334,Young Professional,Adventure,Website,Bank Transfer,Đà Nẵng,4,5490000.0,0.0,Completed,21960000.0,3.6,True
B01212,2022-01-06,2022-02-14,C0227,Corporate,City Break,Website,Card,Huế,1,2154000.0,0.04825221436053849,Completed,2050000.0,4.8,True
B01213,2022-01-07,2022-02-07,C0250,Young Professional,Beach,Agent,Card,Hà Nội,1,4480000.0,0.09135875173130963,completed,4071000.0,4.0,True
B01214,2022-01-07,2022-04-05,C0055,Young Professional,Beach,Mobile App,Card,Đà Lạt,1,3590000.0,0.09015725422771552,Completed,3266000.0,4.2,True
B01215,2022-01-08,2022-02-21,C0100,Young Professional,Family,Website,Card,Hạ Long,1,3703000.0,0.10318184709882981,Completed,3321000.0,4.0,True
B01216,2022-01-09,2022-03-05,C0150,Young Professional,Beach,Website,Card,Huế,1,3645000.0,0.1342722896688449,Completed,3156000.0,4.1,True
B01217,2022-01-09,2022-03-10,C0267,Young Professional,Family,Website,Cash,Đà Nẵng,3,3248000.0,0.09497332280157199,Completed,8819000.0,4.6,True
B01218,2022-01-10,2022-02-19,C0426,Young Professional,Cultural,Mobile App,Card,Hạ Long,1,2756000.0,0.07317958266309828,Completed,2554000.0,4.5,False
B01219,2022-01-10,2022-02-06,C0186,Family,City Break,Agent,Card,Đà Nẵng,2,2710000.0,0.1307592975014108,Completed,4711000.0,4.9,True
B01220,2022-01-10,2022-03-19,C0299,Young Professional,Cultural,Website,Card,Hạ Long,1,2729000.0,0.05374288868471281,Completed,2582000.0,3.7,True
